id_pedido;fecha_pedido;id_cliente;id_producto;unidades;canal;transportista;prioridad;distancia_km;dias_prometidos;stock_al_pedido;coste_envio;importe_pedido;fecha_entrega_prevista;fecha_entrega_real;entrega_tarde
50227;07/12/2025;10012;20043;1;Tienda;Transnova;Normal;603;4;10;8,8;65,51;11/12/2025;17/12/2025;1
50228;11/08/2025;10030;20046;1;Tienda;Rapidex;Alta;91;3;31;3,89;138,01;14/08/2025;14/08/2025;0
50229;12/04/2026;10049;20023;2;App;Transnova;Alta;138;1;36;4,54;633;13/04/2026;15/04/2026;1
50230;17/05/2025;10096;20046;2;Tienda;Blueship;Normal;432;4;9;13,27;276,02;21/05/2025;26/05/2025;1
50231;20/11/2025;10222;20010;4;Web;Gopack;Normal;308;5;29;11,78;724,6;25/11/2025;25/11/2025;0
50232;03/03/2026;10029;20026;1;App;Rapidex;Normal;5;1;29;3,6;57,81;04/03/2026;04/03/2026;0
50233;04/05/2026;10042;20063;4;App;Gopack;Alta;626;1;31;12,05;946,2;05/05/2026;05/05/2026;0
50234;22/02/2026;10181;20024;4;App;Gopack;Alta;138;1;32;6,6;830;23/02/2026;27/02/2026;1
50235;04/11/2025;10040;20002;3;App;Transnova;Normal;378;3;26;8,24;301,38;07/11/2025;13/11/2025;1
50236;02/08/2025;10223;20043;4;Web;Transnova;Normal;352;4;29;14,1;262,04;06/08/2025;08/08/2025;1
50237;07/11/2025;10080;20023;1;App;Rapidex;Alta;610;4;20;11,71;316,5;11/11/2025;11/11/2025;0
50238;27/06/2025;10016;20027;2;App;Rapidex;Normal;54;5;42;9,05;228,04;02/07/2025;02/07/2025;0
50239;01/12/2025;10157;20065;3;Web;Blueship;Normal;425;5;18;10,07;436,86;06/12/2025;06/12/2025;0
50240;08/02/2025;10005;20007;2;App;Rapidex;Normal;268;3;4;8,82;243,94;11/02/2025;11/02/2025;0
50241;25/03/2025;10134;20057;5;Web;Blueship;Normal;231;5;8;9,83;1162,05;30/03/2025;02/04/2025;1
50242;14/03/2026;10251;20010;5;App;Blueship;Normal;234;2;15;11,38;905,75;16/03/2026;19/03/2026;1
50243;29/05/2025;10233;20028;4;Web;Blueship;Normal;410;3;8;12,66;290,4;01/06/2025;01/06/2025;0
50244;05/05/2026;10143;20046;1;Tienda;Gopack;Alta;212;5;21;8,76;138,01;10/05/2026;10/05/2026;0
50245;23/02/2026;10021;20052;2;Web;Transnova;Normal;629;4;20;13,57;131,72;27/02/2026;28/02/2026;1
50246;30/08/2025;10018;20056;4;Web;Rapidex;Normal;225;2;20;9,24;367,88;01/09/2025;04/09/2025;1
50247;16/02/2026;10120;20050;3;Web;Blueship;Alta;423;3;23;12,57;988,02;19/02/2026;20/02/2026;1
50248;07/12/2025;10034;20064;1;Web;Rapidex;Alta;363;3;10;6,77;393,14;10/12/2025;14/12/2025;1
50249;14/07/2025;10176;20068;4;Web;Transnova;Normal;346;5;17;10,3;517,56;19/07/2025;19/07/2025;0
50250;22/01/2026;10104;20026;1;App;Transnova;Normal;288;3;17;4,17;57,81;25/01/2026;25/01/2026;0
50251;04/12/2025;10206;20072;3;Web;Blueship;Normal;435;3;18;8,91;790,29;07/12/2025;07/12/2025;0
50252;03/05/2026;10170;20009;4;Tienda;Gopack;Normal;502;3;16;11,72;1576,12;06/05/2026;06/05/2026;0
50253;03/10/2025;10232;20011;1;Web;Gopack;Normal;154;2;26;5,04;331,2;05/10/2025;05/10/2025;0
50254;08/08/2025;10005;20002;5;App;Blueship;Normal;637;3;22;12,22;502,3;11/08/2025;12/08/2025;1
50255;16/09/2025;10090;20031;1;Web;Transnova;Normal;477;1;18;11,74;34,12;17/09/2025;18/09/2025;1
50256;04/04/2025;10050;20056;5;App;Transnova;Normal;201;5;32;9,43;459,85;09/04/2025;09/04/2025;0
50257;25/01/2026;10247;20010;1;Tienda;Blueship;Normal;383;4;35;7,08;181,15;29/01/2026;03/02/2026;1
50258;30/03/2025;10209;20019;1;Tienda;Transnova;Normal;377;4;12;8,02;342,13;03/04/2025;04/04/2025;1
50259;18/06/2025;10157;20020;1;Web;Transnova;Normal;348;4;18;6,77;274,51;22/06/2025;22/06/2025;0
50260;14/01/2026;10225;20052;1;Tienda;Rapidex;Normal;240;1;10;4,99;65,86;15/01/2026;15/01/2026;0
50261;06/02/2026;10050;20045;4;Tienda;Blueship;Alta;94;4;16;7,5;1139,44;10/02/2026;11/02/2026;1
50262;27/02/2026;10086;20012;5;App;Rapidex;Normal;219;1;3;13,55;138,4;28/02/2026;02/03/2026;1
50263;27/03/2026;10146;20016;3;Web;Transnova;Normal;5;3;40;7,56;34,53;30/03/2026;30/03/2026;0
50264;19/02/2026;10163;20023;5;Web;Rapidex;Normal;368;5;7;12,72;1582,5;24/02/2026;24/02/2026;0
50265;30/05/2026;10213;20067;4;Tienda;Gopack;Normal;292;5;24;12,06;1458,44;04/06/2026;05/06/2026;1
50266;12/01/2026;10029;20054;3;Tienda;Gopack;Normal;198;5;26;9,3;268,68;17/01/2026;17/01/2026;0
50267;23/04/2026;10193;20070;3;Web;Transnova;Normal;373;3;17;13,1;1026,54;26/04/2026;01/05/2026;1
50268;12/03/2026;10237;20071;5;App;Rapidex;Normal;5;5;14;3,86;1469,05;17/03/2026;17/03/2026;0
50269;14/06/2026;10179;20068;5;App;Rapidex;Normal;168;2;31;7,45;646,95;16/06/2026;16/06/2026;0
50270;05/08/2025;10071;20014;4;App;Gopack;Normal;473;1;2;14,76;1627,76;06/08/2025;07/08/2025;1
50271;14/12/2025;10165;20030;5;App;Gopack;Normal;285;5;16;8,68;1512,2;19/12/2025;19/12/2025;0
50272;30/03/2025;10162;20029;3;App;Rapidex;Alta;192;3;22;6,47;134,25;02/04/2025;02/04/2025;0
50273;12/09/2025;10211;20036;5;App;Gopack;Normal;375;4;26;13,63;1241;16/09/2025;16/09/2025;0
50274;30/10/2025;10091;20071;3;Web;Transnova;Normal;68;5;26;8,05;881,43;04/11/2025;04/11/2025;0
50275;08/11/2025;10174;20017;5;Tienda;Blueship;Normal;539;1;8;14,48;226,3;09/11/2025;12/11/2025;1
50276;02/07/2025;10260;20051;3;Tienda;Rapidex;Normal;209;1;12;8,77;986,19;03/07/2025;09/07/2025;1
50277;21/08/2025;10078;20074;1;Web;Transnova;Normal;5;1;5;2,5;262,74;22/08/2025;22/08/2025;0
50278;07/12/2025;10210;20070;5;Tienda;Blueship;Normal;269;1;10;9,62;1710,9;08/12/2025;10/12/2025;1
50279;20/02/2025;10116;20033;4;Tienda;Blueship;Normal;150;2;15;10,12;644,84;22/02/2025;22/02/2025;0
50280;08/07/2025;10216;20014;1;App;Transnova;Normal;174;5;22;6,96;406,94;13/07/2025;14/07/2025;1
50281;04/11/2025;10190;20052;1;Web;Transnova;Normal;284;1;6;8,23;65,86;05/11/2025;06/11/2025;1
50282;17/06/2025;10163;20029;2;App;Transnova;Normal;5;2;5;3,9;89,5;19/06/2025;19/06/2025;0
50283;21/05/2026;10062;20029;5;Tienda;Transnova;Normal;183;3;7;7,26;223,75;24/05/2026;30/05/2026;1
50284;02/03/2025;10207;20039;2;Tienda;Blueship;Normal;590;2;11;14,64;197;04/03/2025;10/03/2025;1
50285;18/01/2026;10230;20037;4;Tienda;Transnova;Normal;824;2;21;16,98;1647,08;20/01/2026;21/01/2026;1
50286;18/01/2025;10141;20052;1;App;Rapidex;Normal;296;1;16;6,12;65,86;19/01/2025;19/01/2025;0
50287;08/05/2025;10232;20008;3;Web;Rapidex;Normal;407;3;15;12,49;706,38;11/05/2025;12/05/2025;1
50288;11/11/2025;10237;20040;1;Web;Blueship;Normal;528;4;16;10,91;204,77;15/11/2025;15/11/2025;0
50289;12/04/2025;10020;20072;3;Web;Blueship;Normal;5;3;20;9,03;790,29;15/04/2025;15/04/2025;0
50290;07/03/2026;10049;20048;4;App;Gopack;Normal;442;1;21;11,09;958,96;08/03/2026;10/03/2026;1
50291;01/06/2026;10089;20068;1;App;Transnova;Alta;723;5;15;13,77;129,39;06/06/2026;10/06/2026;1
50292;10/03/2026;10032;20051;2;Tienda;Gopack;Normal;406;4;4;10,51;657,46;14/03/2026;14/03/2026;0
50293;25/02/2026;10216;20037;1;App;Gopack;Normal;399;3;43;10,12;411,77;28/02/2026;01/03/2026;1
50294;24/07/2025;10187;20035;2;Web;Blueship;Alta;221;5;22;11,66;422,94;29/07/2025;02/08/2025;1
50295;25/06/2026;10082;20008;2;App;Blueship;Normal;5;1;8;2,5;470,92;26/06/2026;27/06/2026;1
50296;27/07/2025;10100;20034;1;Tienda;Transnova;Normal;274;4;18;4,53;256,82;31/07/2025;02/08/2025;1
50297;24/01/2025;10131;20032;5;App;Transnova;Normal;5;4;40;5,19;726,85;28/01/2025;28/01/2025;0
50298;09/07/2025;10072;20059;2;Tienda;Transnova;Normal;733;2;12;13,49;465,4;11/07/2025;16/07/2025;1
50299;17/11/2025;10074;20023;1;Web;Gopack;Normal;196;5;2;11,07;316,5;22/11/2025;22/11/2025;0
50300;11/03/2025;10035;20031;5;Tienda;Transnova;Normal;460;4;9;14,08;170,6;15/03/2025;16/03/2025;1
50301;20/01/2025;10002;20070;3;App;Rapidex;Normal;319;1;28;9,33;1026,54;21/01/2025;21/01/2025;0
50302;20/05/2026;10006;20059;4;App;Blueship;Normal;280;4;27;11,35;930,8;24/05/2026;24/05/2026;0
50303;04/02/2026;10004;20016;3;App;Transnova;Normal;274;4;21;8,64;34,53;08/02/2026;11/02/2026;1
50304;20/04/2025;10012;20063;4;Tienda;Gopack;Alta;104;2;3;8,5;946,2;22/04/2025;22/04/2025;0
50305;01/05/2026;10194;20021;4;Web;Gopack;Normal;253;2;10;9,84;576,6;03/05/2026;03/05/2026;0
50306;01/10/2025;10089;20005;5;Tienda;Transnova;Normal;57;4;22;4,31;973;05/10/2025;05/10/2025;0
50307;28/01/2025;10167;20011;4;App;Gopack;Normal;816;3;18;22,55;1324,8;31/01/2025;04/02/2025;1
50308;11/09/2025;10134;20063;4;Web;Gopack;Normal;471;5;6;12,53;946,2;16/09/2025;16/09/2025;0
50309;14/03/2025;10198;20001;2;App;Transnova;Alta;320;5;22;6,45;412,32;19/03/2025;19/03/2025;0
50310;17/01/2025;10065;20058;4;Web;Blueship;Normal;281;1;18;11,14;430,76;18/01/2025;19/01/2025;1
50311;16/12/2025;10009;20016;2;Web;Blueship;Normal;390;4;28;7,02;23,02;20/12/2025;22/12/2025;1
50312;27/03/2026;10087;20055;1;App;Gopack;Normal;244;3;14;7,35;384,25;30/03/2026;30/03/2026;0
50313;03/12/2025;10223;20041;4;Web;Gopack;Normal;5;4;0;4,35;248,68;07/12/2025;07/12/2025;0
50314;25/04/2026;10142;20013;1;Tienda;Transnova;Normal;317;2;24;10,24;57,69;27/04/2026;27/04/2026;0
50315;31/05/2026;10219;20042;1;Tienda;Rapidex;Normal;283;5;12;6,9;188,41;05/06/2026;05/06/2026;0
50316;30/06/2025;10234;20032;5;Tienda;Transnova;Normal;145;4;8;11,14;726,85;04/07/2025;04/07/2025;0
50317;22/05/2026;10191;20022;4;Tienda;Rapidex;Normal;5;1;17;4,94;558,52;23/05/2026;23/05/2026;0
50318;19/03/2025;10238;20023;3;Tienda;Blueship;Normal;5;2;30;8,65;949,5;21/03/2025;26/03/2025;1
50319;27/07/2025;10046;20023;4;Web;Blueship;Normal;234;2;6;11,82;1266;29/07/2025;04/08/2025;1
50320;11/11/2025;10130;20037;3;App;Transnova;Normal;535;3;21;11,73;1235,31;14/11/2025;19/11/2025;1
50321;09/03/2026;10073;20071;4;Web;Blueship;Normal;136;3;2;10,34;1175,24;12/03/2026;17/03/2026;1
50322;06/01/2026;10257;20005;5;App;Rapidex;Normal;484;1;23;8,38;973;07/01/2026;11/01/2026;1
50323;21/01/2025;10035;20056;5;Web;Gopack;Normal;310;1;3;7,67;459,85;22/01/2025;25/01/2025;1
50324;27/02/2026;10222;20004;1;App;Gopack;Normal;155;2;20;5,68;373,92;01/03/2026;01/03/2026;0
50325;09/11/2025;10016;20039;2;Web;Transnova;Normal;210;2;13;9,54;197;11/11/2025;15/11/2025;1
50326;18/08/2025;10142;20017;1;Tienda;Transnova;Normal;58;2;7;4,75;45,26;20/08/2025;23/08/2025;1
50327;10/05/2025;10111;20002;3;Web;Rapidex;Normal;201;4;12;11,93;301,38;14/05/2025;14/05/2025;0
50328;17/07/2025;10102;20006;2;App;Blueship;Alta;182;5;29;4,85;97,32;22/07/2025;22/07/2025;0
50329;03/01/2026;10249;20011;2;App;Transnova;Normal;45;2;23;5,98;662,4;05/01/2026;05/01/2026;0
50330;15/06/2026;10078;20048;4;Web;Gopack;Normal;38;4;19;5,64;958,96;19/06/2026;19/06/2026;0
50331;27/03/2026;10203;20008;3;App;Transnova;Normal;419;1;21;9,55;706,38;28/03/2026;31/03/2026;1
50332;27/04/2026;10105;20074;4;App;Rapidex;Normal;700;5;21;16,14;1050,96;02/05/2026;05/05/2026;1
50333;05/07/2026;10169;20006;4;Tienda;Gopack;Normal;141;4;19;7,53;194,64;09/07/2026;09/07/2026;0
50334;07/04/2026;10220;20071;2;Tienda;Gopack;Normal;474;4;10;11,04;587,62;11/04/2026;11/04/2026;0
50335;06/03/2025;10219;20010;4;Web;Blueship;Normal;173;1;25;6,38;724,6;07/03/2025;07/03/2025;0
50336;04/02/2026;10064;20013;4;App;Rapidex;Normal;424;2;18;12,86;230,76;06/02/2026;08/02/2026;1
50337;22/09/2025;10120;20024;5;Web;Gopack;Normal;518;1;10;17,5;1037,5;23/09/2025;23/09/2025;0
50338;08/08/2025;10072;20047;3;Web;Rapidex;Normal;119;3;37;8,07;847,23;11/08/2025;11/08/2025;0
50339;15/06/2025;10137;20066;4;App;Rapidex;Normal;100;3;0;6,62;1263,96;18/06/2025;18/06/2025;0
50340;07/03/2025;10012;20069;3;Tienda;Rapidex;Normal;252;3;27;6,91;888,27;10/03/2025;10/03/2025;0
50341;25/04/2026;10228;20031;2;Web;Blueship;Alta;123;5;13;5,15;68,24;30/04/2026;02/05/2026;1
50342;08/04/2026;10121;20067;2;App;Gopack;Normal;385;1;7;9,56;729,22;09/04/2026;15/04/2026;1
50343;14/02/2025;10037;20071;3;App;Transnova;Normal;322;4;11;11,59;881,43;18/02/2025;18/02/2025;0
50344;04/03/2025;10048;20030;3;Web;Transnova;Alta;343;2;24;7,19;907,32;06/03/2025;08/03/2025;1
50345;11/12/2025;10073;20072;3;Web;Blueship;Alta;302;2;21;9,91;790,29;13/12/2025;15/12/2025;1
50346;09/09/2025;10167;20009;3;App;Rapidex;Normal;342;1;6;13,81;1182,09;10/09/2025;12/09/2025;1
50347;10/03/2025;10072;20054;1;App;Rapidex;Normal;231;5;12;6,22;89,56;15/03/2025;15/03/2025;0
50348;21/03/2026;10067;20006;4;Web;Rapidex;Normal;80;1;19;5,86;194,64;22/03/2026;22/03/2026;0
50349;16/09/2025;10060;20034;2;Tienda;Rapidex;Normal;687;2;25;15,88;513,64;18/09/2025;21/09/2025;1
50350;01/01/2025;10156;20036;2;Tienda;Gopack;Normal;40;4;19;5,35;496,4;05/01/2025;05/01/2025;0
50351;20/04/2025;10048;20061;5;App;Blueship;Normal;71;2;0;5,57;1534,2;22/04/2025;23/04/2025;1
50352;26/06/2026;10059;20060;1;App;Blueship;Normal;34;2;17;4,92;149,55;28/06/2026;28/06/2026;0
50353;19/03/2026;10156;20019;4;Tienda;Gopack;Normal;85;4;23;10,31;1368,52;23/03/2026;23/03/2026;0
50354;29/04/2025;10019;20063;5;Web;Gopack;Normal;73;4;10;9,69;1182,75;03/05/2025;03/05/2025;0
50355;28/09/2025;10238;20009;5;App;Rapidex;Normal;5;4;21;7,5;1970,15;02/10/2025;02/10/2025;0
50356;28/01/2025;10044;20033;3;App;Blueship;Normal;5;1;17;8,95;483,63;29/01/2025;29/01/2025;0
50357;04/05/2026;10120;20035;2;Web;Rapidex;Normal;186;1;5;8,19;422,94;05/05/2026;05/05/2026;0
50358;13/05/2026;10239;20035;3;Tienda;Blueship;Normal;497;2;29;10,28;634,41;15/05/2026;19/05/2026;1
50359;07/01/2026;10174;20053;2;Web;Transnova;Alta;189;3;18;4,93;725,86;10/01/2026;10/01/2026;0
50360;21/06/2025;10154;20068;1;App;Blueship;Normal;390;3;2;10,88;129,39;24/06/2025;26/06/2025;1
50361;30/09/2025;10012;20037;4;App;Blueship;Normal;189;3;24;12,96;1647,08;03/10/2025;03/10/2025;0
50362;27/10/2025;10041;20057;1;Web;Transnova;Normal;500;3;8;11,13;232,41;30/10/2025;05/11/2025;1
50363;05/01/2025;10069;20045;4;Tienda;Gopack;Normal;111;2;22;6,49;1139,44;07/01/2025;07/01/2025;0
50364;15/07/2025;10110;20012;2;Tienda;Rapidex;Normal;5;4;0;5,58;55,36;19/07/2025;25/07/2025;1
50365;18/11/2025;10216;20019;4;App;Rapidex;Normal;5;2;20;6,59;1368,52;20/11/2025;20/11/2025;0
50366;24/04/2026;10048;20030;4;App;Transnova;Normal;763;3;28;14,43;1209,76;27/04/2026;03/05/2026;1
50367;29/07/2025;10104;20066;3;Tienda;Gopack;Normal;171;3;19;11,14;947,97;01/08/2025;02/08/2025;1
50368;15/04/2025;10125;20026;4;Tienda;Gopack;Normal;562;2;28;12,48;231,24;17/04/2025;18/04/2025;1
50369;16/05/2025;10042;20022;1;App;Gopack;Normal;263;4;19;8,61;139,63;20/05/2025;20/05/2025;0
50370;09/05/2025;10002;20036;1;App;Transnova;Normal;99;5;0;8,74;248,2;14/05/2025;14/05/2025;0
50371;15/02/2026;10185;20019;5;App;Gopack;Normal;756;5;12;17,73;1710,65;20/02/2026;23/02/2026;1
50372;17/11/2025;10248;20036;4;Tienda;Gopack;Alta;5;1;27;7,32;992,8;18/11/2025;18/11/2025;0
50373;21/09/2025;10013;20070;4;App;Blueship;Normal;432;3;27;14,32;1368,72;24/09/2025;24/09/2025;0
50374;19/09/2025;10202;20027;1;Tienda;Transnova;Normal;316;2;16;10,58;114,02;21/09/2025;22/09/2025;1
50375;04/08/2025;10065;20056;2;Web;Transnova;Normal;293;5;22;10,99;183,94;09/08/2025;14/08/2025;1
50376;08/01/2026;10191;20035;2;Tienda;Transnova;Normal;586;5;25;13,26;422,94;13/01/2026;18/01/2026;1
50377;07/02/2025;10043;20029;2;Web;Transnova;Normal;248;3;8;8,15;89,5;10/02/2025;12/02/2025;1
50378;16/10/2025;10203;20002;2;Web;Transnova;Normal;116;2;45;5,77;200,92;18/10/2025;19/10/2025;1
50379;07/09/2025;10122;20066;2;App;Blueship;Normal;350;3;15;9,96;631,98;10/09/2025;10/09/2025;0
50380;13/01/2025;10108;20023;3;Tienda;Gopack;Normal;117;5;43;8,18;949,5;18/01/2025;18/01/2025;0
50381;28/01/2026;10112;20005;5;App;Transnova;Normal;481;4;21;13,11;973;01/02/2026;06/02/2026;1
50382;11/12/2025;10222;20026;4;Tienda;Blueship;Normal;315;4;26;10,05;231,24;15/12/2025;19/12/2025;1
50383;13/06/2026;10096;20070;1;Tienda;Blueship;Normal;69;5;38;5,68;342,18;18/06/2026;18/06/2026;0
50384;01/01/2025;10044;20060;3;Web;Gopack;Normal;248;1;24;6,85;448,65;02/01/2025;07/01/2025;1
50385;18/08/2025;10183;20055;2;App;Blueship;Normal;240;5;24;8,58;768,5;23/08/2025;23/08/2025;0
50386;19/04/2025;10093;20039;4;Web;Rapidex;Normal;300;2;5;9,62;394;21/04/2025;21/04/2025;0
50387;12/03/2026;10106;20058;5;Web;Blueship;Normal;244;2;19;9,99;538,45;14/03/2026;14/03/2026;0
50388;24/08/2025;10038;20051;1;Web;Blueship;Normal;539;1;9;14,22;328,73;25/08/2025;28/08/2025;1
50389;27/05/2026;10141;20039;4;Tienda;Rapidex;Alta;328;3;16;5,89;394;30/05/2026;30/05/2026;0
50390;17/08/2025;10092;20059;1;App;Transnova;Alta;254;1;13;8,28;232,7;18/08/2025;24/08/2025;1
50391;05/02/2026;10142;20061;4;Web;Transnova;Normal;340;1;11;10,38;1227,36;06/02/2026;06/02/2026;0
50392;14/12/2025;10223;20006;3;Web;Transnova;Normal;477;4;9;10,86;145,98;18/12/2025;23/12/2025;1
50393;27/05/2025;10156;20045;4;App;Blueship;Normal;595;4;35;13,85;1139,44;31/05/2025;04/06/2025;1
50394;02/06/2026;10036;20073;4;App;Blueship;Normal;327;1;26;11,21;1493,8;03/06/2026;06/06/2026;1
50395;15/07/2025;10220;20053;4;Web;Gopack;Normal;5;5;18;5,69;1451,72;20/07/2025;20/07/2025;0
50396;29/06/2025;10224;20071;3;Tienda;Rapidex;Alta;173;4;13;10,93;881,43;03/07/2025;03/07/2025;0
50397;01/03/2025;10134;20021;3;Tienda;Transnova;Normal;583;3;2;11,6;432,45;04/03/2025;04/03/2025;0
50398;04/01/2025;10208;20026;2;App;Gopack;Normal;30;5;1;2,5;115,62;09/01/2025;09/01/2025;0
50399;23/07/2025;10002;20028;3;Tienda;Gopack;Normal;264;5;29;8,71;217,8;28/07/2025;28/07/2025;0
50400;06/07/2025;10234;20067;4;Web;Transnova;Alta;5;5;11;9,83;1458,44;11/07/2025;11/07/2025;0
50401;25/12/2025;10090;20067;3;Web;Rapidex;Normal;352;5;12;12,39;1093,83;30/12/2025;03/01/2026;1
50402;27/11/2025;10094;20055;4;Tienda;Rapidex;Normal;218;5;6;11,52;1537;02/12/2025;02/12/2025;0
50403;23/04/2026;10190;20048;5;Web;Blueship;Normal;663;1;7;13,68;1198,7;24/04/2026;24/04/2026;0
50404;02/12/2025;10112;20051;3;App;Transnova;Normal;537;4;28;13,98;986,19;06/12/2025;06/12/2025;0
50405;20/06/2025;10203;20041;5;App;Transnova;Normal;593;1;30;13,82;310,85;21/06/2025;25/06/2025;1
50406;15/12/2025;10248;20034;2;App;Rapidex;Alta;708;4;23;15,11;513,64;19/12/2025;20/12/2025;1
50407;07/03/2025;10170;20004;4;App;Transnova;Normal;184;1;33;8,59;1495,68;08/03/2025;11/03/2025;1
50408;16/11/2025;10078;20037;3;Tienda;Transnova;Normal;5;2;0;5,72;1235,31;18/11/2025;18/11/2025;0
50409;28/06/2025;10126;20014;5;Web;Transnova;Normal;193;4;12;10,17;2034,7;02/07/2025;04/07/2025;1
50410;16/09/2025;10014;20055;5;Web;Blueship;Normal;227;2;11;9,48;1921,25;18/09/2025;24/09/2025;1
50411;16/12/2025;10153;20038;1;Web;Rapidex;Alta;321;2;17;9,75;130,44;18/12/2025;18/12/2025;0
50412;12/05/2026;10124;20068;5;App;Blueship;Normal;376;4;23;12,12;646,95;16/05/2026;22/05/2026;1
50413;05/07/2025;10011;20068;5;App;Gopack;Normal;329;5;9;12,37;646,95;10/07/2025;12/07/2025;1
50414;15/02/2025;10202;20065;3;Web;Gopack;Normal;243;3;26;7,55;436,86;18/02/2025;18/02/2025;0
50415;28/04/2025;10146;20046;5;App;Blueship;Alta;154;2;7;12,95;690,05;30/04/2025;02/05/2025;1
50416;23/02/2025;10064;20023;4;Web;Blueship;Alta;347;1;12;6,86;1266;24/02/2025;27/02/2025;1
50417;31/12/2025;10082;20073;4;Web;Blueship;Normal;5;2;22;5,16;1493,8;02/01/2026;02/01/2026;0
50418;25/05/2025;10232;20029;5;Tienda;Blueship;Normal;510;5;12;9,87;223,75;30/05/2025;30/05/2025;0
50419;23/09/2025;10094;20007;5;App;Gopack;Normal;211;4;25;11,05;609,85;27/09/2025;27/09/2025;0
50420;17/05/2025;10218;20065;2;App;Blueship;Normal;247;5;28;6,21;291,24;22/05/2025;22/05/2025;0
50421;07/05/2025;10155;20024;3;Tienda;Gopack;Normal;277;2;20;9,08;622,5;09/05/2025;13/05/2025;1
50422;21/12/2025;10052;20031;1;Web;Blueship;Normal;496;5;40;11,91;34,12;26/12/2025;26/12/2025;0
50423;16/04/2026;10212;20057;4;Tienda;Transnova;Alta;67;4;14;5,23;929,64;20/04/2026;20/04/2026;0
50424;13/10/2025;10052;20054;4;App;Blueship;Normal;403;2;9;11,76;358,24;15/10/2025;18/10/2025;1
50425;18/11/2025;10005;20023;2;Web;Transnova;Alta;893;5;29;14,38;633;23/11/2025;27/11/2025;1
50426;20/05/2025;10084;20065;2;Tienda;Transnova;Normal;33;5;23;6,07;291,24;25/05/2025;25/05/2025;0
50427;10/06/2026;10236;20014;4;App;Gopack;Alta;130;2;25;5,4;1627,76;12/06/2026;14/06/2026;1
50428;07/05/2025;10106;20030;5;Web;Gopack;Normal;307;3;29;11,81;1512,2;10/05/2025;10/05/2025;0
50429;30/03/2025;10113;20050;2;Tienda;Rapidex;Alta;437;5;14;7,22;658,68;04/04/2025;04/04/2025;0
50430;13/05/2025;10147;20011;2;Web;Gopack;Normal;298;4;13;9,56;662,4;17/05/2025;17/05/2025;0
50431;14/01/2025;10047;20022;2;App;Transnova;Normal;372;1;14;10,55;279,26;15/01/2025;15/01/2025;0
50432;14/12/2025;10002;20056;3;Web;Transnova;Normal;477;5;16;10,59;275,91;19/12/2025;22/12/2025;1
50433;04/08/2025;10196;20002;1;Tienda;Rapidex;Normal;343;5;14;3,57;100,46;09/08/2025;09/08/2025;0
50434;31/12/2025;10068;20002;3;Tienda;Blueship;Normal;30;1;25;6,92;301,38;01/01/2026;01/01/2026;0
50435;25/04/2026;10053;20057;1;App;Rapidex;Alta;528;2;21;10,69;232,41;27/04/2026;02/05/2026;1
50436;15/04/2025;10195;20035;1;Tienda;Blueship;Normal;683;3;14;12,52;211,47;18/04/2025;20/04/2025;1
50437;29/09/2025;10214;20035;5;Web;Rapidex;Normal;431;3;19;13,5;1057,35;02/10/2025;06/10/2025;1
50438;16/05/2025;10045;20002;4;Tienda;Gopack;Normal;32;3;16;6,3;401,84;19/05/2025;19/05/2025;0
50439;01/06/2026;10152;20033;4;App;Transnova;Normal;409;2;7;12,05;644,84;03/06/2026;05/06/2026;1
50440;07/01/2025;10218;20052;5;Web;Rapidex;Normal;228;3;20;8,42;329,3;10/01/2025;13/01/2025;1
50441;24/03/2026;10176;20022;2;App;Rapidex;Normal;594;2;22;11,55;279,26;26/03/2026;01/04/2026;1
50442;23/02/2026;10112;20075;1;Tienda;Blueship;Alta;546;3;20;10,46;185,34;26/02/2026;28/02/2026;1
50443;30/04/2026;10217;20001;5;App;Gopack;Alta;34;5;34;5,3;1030,8;05/05/2026;05/05/2026;0
50444;25/11/2025;10143;20005;5;App;Rapidex;Normal;59;5;18;6,28;973;30/11/2025;30/11/2025;0
50445;29/07/2025;10041;20017;1;App;Transnova;Normal;182;1;28;4,38;45,26;30/07/2025;30/07/2025;0
50446;22/08/2025;10171;20066;5;App;Transnova;Normal;397;4;30;9,49;1579,95;26/08/2025;26/08/2025;0
50447;21/05/2025;10116;20042;4;Tienda;Transnova;Normal;303;1;22;11,51;753,64;22/05/2025;22/05/2025;0
50448;05/04/2025;10056;20037;3;App;Transnova;Normal;302;2;7;10,53;1235,31;07/04/2025;13/04/2025;1
50449;03/03/2026;10067;20015;4;Web;Blueship;Normal;291;2;11;11,72;669,56;05/03/2026;05/03/2026;0
50450;27/09/2025;10063;20020;2;Tienda;Blueship;Normal;105;4;25;7,51;549,02;01/10/2025;01/10/2025;0
50451;09/07/2025;10253;20007;5;Web;Gopack;Normal;109;1;18;2,5;609,85;10/07/2025;10/07/2025;0
50452;27/01/2025;10068;20049;2;Web;Rapidex;Alta;125;1;15;4,5;266,44;28/01/2025;28/01/2025;0
50453;04/06/2025;10114;20011;5;Web;Blueship;Alta;5;3;0;9,64;1656;07/06/2025;07/06/2025;0
50454;09/03/2025;10072;20021;1;Tienda;Transnova;Normal;300;1;6;8,08;144,15;10/03/2025;14/03/2025;1
50455;09/02/2026;10004;20035;5;Web;Rapidex;Normal;464;4;11;11,96;1057,35;13/02/2026;14/02/2026;1
